,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
356,357,MM,230,4,1.79,1.79,0.0,0.0,0,0,0.32,1.79,1.79,0.0,No,0.0,0.0,0.0,4
357,358,MM,252,4,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,4
358,359,CH,265,4,1.99,2.09,0.1,0.0,0,0,0.4,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
359,360,CH,262,4,1.99,2.09,0.0,0.0,0,0,0.6,2.09,1.99,0.1,No,0.0,0.0,0.1,4
360,361,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.6,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
361,362,MM,259,7,1.86,2.18,0.0,0.0,0,0,0.4,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
362,363,MM,261,7,1.86,2.13,0.0,0.24,0,0,0.32,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0
363,364,MM,240,4,1.79,2.23,0.0,0.0,0,0,0.5,2.23,1.79,0.44,No,0.0,0.0,0.44,4
364,365,MM,244,1,1.86,2.09,0.0,0.0,0,0,0.4,2.09,1.86,0.23,No,0.0,0.0,0.23,1
365,366,MM,233,7,1.75,1.99,0.0,0.4,1,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
366,367,MM,256,3,1.99,2.29,0.0,0.0,0,0,0.32,2.29,1.99,0.3,No,0.0,0.0,0.3,3
367,368,MM,258,2,1.86,2.18,0.0,0.0,0,0,0.256,2.18,1.86,0.32,No,0.0,0.0,0.32,2
368,369,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.2048,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
369,370,CH,266,2,1.86,2.18,0.0,0.0,0,0,0.36384,2.18,1.86,0.32,No,0.0,0.0,0.32,2
370,371,MM,267,1,1.86,1.99,0.0,0.2,0,1,0.491072,1.79,1.86,-0.07,No,0.100503,0.0,0.13,1
371,372,MM,274,2,1.96,2.18,0.0,0.8,0,1,0.392858,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
372,373,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.314286,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
373,374,MM,228,1,1.69,1.69,0.0,0.0,0,0,0.5,1.69,1.69,0.0,No,0.0,0.0,0.0,1
374,375,MM,237,2,1.75,1.99,0.0,0.0,0,0,0.4,1.99,1.75,0.24,No,0.0,0.0,0.24,2
375,376,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.32,2.18,1.76,0.42,No,0.0,0.0,0.42,1
376,377,MM,228,2,1.69,1.69,0.0,0.0,0,0,0.256,1.69,1.69,0.0,No,0.0,0.0,0.0,2
377,378,MM,229,2,1.69,1.69,0.0,0.0,0,0,0.2048,1.69,1.69,0.0,No,0.0,0.0,0.0,2
378,379,MM,236,2,1.75,1.99,0.0,0.0,0,0,0.16384,1.99,1.75,0.24,No,0.0,0.0,0.24,2
379,380,MM,242,2,1.75,1.99,0.16,0.3,0,1,0.131072,1.69,1.59,0.1,No,0.150754,0.091429,0.24,2
380,381,CH,254,2,1.89,2.09,0.13,0.0,0,0,0.104858,2.09,1.76,0.33,No,0.0,0.068783,0.2,2
381,382,CH,257,2,1.86,2.18,0.0,0.0,0,0,0.283886,2.18,1.86,0.32,No,0.0,0.0,0.32,2
382,383,MM,260,2,1.86,2.18,0.0,0.7,0,0,0.427109,1.48,1.86,-0.38,No,0.321101,0.0,0.32,2
383,384,CH,227,7,1.69,1.69,0.0,0.0,0,1,0.072993,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0
384,385,MM,227,2,1.69,1.69,0.0,0.0,0,0,0.258395,1.69,1.69,0.0,No,0.0,0.0,0.0,2
385,386,MM,228,2,1.69,1.69,0.0,0.0,0,0,0.206716,1.69,1.69,0.0,No,0.0,0.0,0.0,2
386,387,MM,229,2,1.69,1.69,0.0,0.0,0,0,0.165373,1.69,1.69,0.0,No,0.0,0.0,0.0,2
387,388,MM,230,7,1.69,1.99,0.0,0.0,0,1,0.132298,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0
388,389,MM,233,2,1.69,1.69,0.0,0.0,0,0,0.105838,1.69,1.69,0.0,No,0.0,0.0,0.0,2
389,390,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.084671,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
390,391,MM,236,2,1.75,1.99,0.0,0.0,0,0,0.267737,1.99,1.75,0.24,No,0.0,0.0,0.24,2
391,392,MM,237,2,1.75,1.99,0.0,0.0,0,0,0.214189,1.99,1.75,0.24,No,0.0,0.0,0.24,2
392,393,MM,237,2,1.75,1.99,0.0,0.0,0,0,0.171351,1.99,1.75,0.24,No,0.0,0.0,0.24,2
393,394,CH,239,7,1.79,2.09,0.0,0.0,0,0,0.137081,2.09,1.79,0.3,Yes,0.0,0.0,0.3,0
394,395,MM,240,7,1.86,2.09,0.0,0.0,0,0,0.309665,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
395,396,MM,242,2,1.75,1.99,0.16,0.3,0,1,0.247732,1.69,1.59,0.1,No,0.150754,0.091429,0.24,2
396,397,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.198186,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
397,398,MM,258,7,1.86,2.18,0.0,0.0,0,0,0.358548,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
398,399,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.286839,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
399,400,MM,271,7,1.86,2.13,0.0,0.0,0,0,0.429471,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
400,401,MM,272,3,1.99,2.09,0.0,0.4,0,0,0.343577,1.69,1.99,-0.3,No,0.191388,0.0,0.1,3
401,402,MM,272,2,1.86,2.18,0.0,0.06,0,0,0.274861,2.12,1.86,0.26,No,0.027523,0.0,0.32,2
402,403,MM,274,7,1.86,2.13,0.47,0.54,1,0,0.219889,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
403,404,MM,274,2,1.96,2.18,0.0,0.8,0,1,0.175911,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
404,405,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.140729,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
405,406,MM,276,7,1.99,2.13,0.0,0.54,0,1,0.112583,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
406,407,MM,227,1,1.69,1.69,0.0,0.0,0,0,0.433472,1.69,1.69,0.0,No,0.0,0.0,0.0,1
407,408,MM,236,1,1.75,1.99,0.0,0.0,0,0,0.346778,1.99,1.75,0.24,No,0.0,0.0,0.24,1
408,409,CH,243,1,1.86,1.99,0.0,0.8,0,1,0.277422,1.19,1.86,-0.67,No,0.40201,0.0,0.13,1
409,410,MM,255,7,1.86,2.18,0.0,0.0,0,0,0.421938,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
410,411,MM,261,7,1.86,2.13,0.0,0.24,0,0,0.33755,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0
411,412,MM,230,3,1.79,1.79,0.0,0.0,0,0,0.283886,1.79,1.79,0.0,No,0.0,0.0,0.0,3
412,413,MM,234,7,1.75,1.99,0.0,0.4,1,0,0.227109,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
413,414,MM,235,3,1.79,2.09,0.0,0.0,0,0,0.181687,2.09,1.79,0.3,No,0.0,0.0,0.3,3
414,415,MM,238,3,1.79,2.09,0.0,0.0,0,0,0.14535,2.09,1.79,0.3,No,0.0,0.0,0.3,3
415,416,MM,241,3,1.79,2.23,0.0,0.0,0,0,0.11628,2.23,1.79,0.44,No,0.0,0.0,0.44,3
416,417,MM,244,7,1.86,2.09,0.0,0.2,0,0,0.093024,1.89,1.86,0.03,Yes,0.095694,0.0,0.23,0
417,418,MM,257,3,1.99,2.29,0.0,0.4,0,1,0.074419,1.89,1.99,-0.1,No,0.174672,0.0,0.3,3
418,419,MM,258,2,1.86,2.18,0.0,0.0,0,0,0.059535,2.18,1.86,0.32,No,0.0,0.0,0.32,2
419,420,MM,259,3,1.99,2.29,0.0,0.0,0,0,0.047628,2.29,1.99,0.3,No,0.0,0.0,0.3,3
420,421,MM,260,3,1.99,2.09,0.0,0.0,0,0,0.038103,2.09,1.99,0.1,No,0.0,0.0,0.1,3
421,422,MM,261,3,1.99,2.09,0.0,0.0,0,0,0.030482,2.09,1.99,0.1,No,0.0,0.0,0.1,3
422,423,CH,232,2,1.69,1.69,0.0,0.0,1,0,0.4352,1.69,1.69,0.0,No,0.0,0.0,0.0,2
423,424,CH,235,2,1.69,1.99,0.0,0.0,0,0,0.54816,1.99,1.69,0.3,No,0.0,0.0,0.3,2
424,425,CH,242,3,1.99,2.23,0.0,0.0,0,0,0.416,2.23,1.99,0.24,No,0.0,0.0,0.24,3
425,426,CH,277,3,2.09,2.09,0.2,0.4,0,0,0.5328,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,3
426,427,CH,262,4,1.99,2.09,0.0,0.0,0,0,0.104858,2.09,1.99,0.1,No,0.0,0.0,0.1,4
427,428,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.283886,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
428,429,MM,265,7,1.86,2.13,0.37,0.0,1,0,0.427109,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
429,430,MM,267,4,1.99,2.09,0.1,0.0,0,0,0.341687,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
430,431,MM,270,4,1.99,2.09,0.1,0.0,0,0,0.27335,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
431,432,MM,272,7,1.86,2.13,0.0,0.0,0,0,0.21868,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
432,433,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
433,434,MM,243,1,1.86,1.99,0.0,0.8,0,1,0.6,1.19,1.86,-0.67,No,0.40201,0.0,0.13,1
434,435,MM,257,4,1.99,2.29,0.0,0.4,0,1,0.48,1.89,1.99,-0.1,No,0.174672,0.0,0.3,4
435,436,MM,261,1,1.76,1.99,0.0,0.0,0,0,0.384,1.99,1.76,0.23,No,0.0,0.0,0.23,1
436,437,CH,265,1,1.76,1.99,0.0,0.1,0,0,0.3072,1.89,1.76,0.13,No,0.050251,0.0,0.23,1
437,438,MM,275,1,1.96,2.13,0.0,0.74,0,1,0.44576,1.39,1.96,-0.57,No,0.347418,0.0,0.17,1
438,439,MM,243,1,1.86,1.99,0.0,0.8,0,1,0.6,1.19,1.86,-0.67,No,0.40201,0.0,0.13,1
439,440,CH,251,1,1.76,2.09,0.0,0.0,0,0,0.48,2.09,1.76,0.33,No,0.0,0.0,0.33,1
440,441,CH,256,1,1.76,2.18,0.0,0.0,0,0,0.584,2.18,1.76,0.42,No,0.0,0.0,0.42,1
441,442,CH,257,1,1.76,2.18,0.0,0.0,0,0,0.6672,2.18,1.76,0.42,No,0.0,0.0,0.42,1
442,443,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.73376,2.18,1.76,0.42,No,0.0,0.0,0.42,1
443,444,CH,261,1,1.76,1.99,0.0,0.0,0,0,0.787008,1.99,1.76,0.23,No,0.0,0.0,0.23,1
444,445,CH,266,1,1.86,1.99,0.0,0.1,0,0,0.829606,1.89,1.86,0.03,No,0.050251,0.0,0.13,1
445,446,MM,275,1,1.96,2.13,0.0,0.74,0,1,0.863685,1.39,1.96,-0.57,No,0.347418,0.0,0.17,1
446,447,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.524608,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
447,448,CH,256,7,1.86,2.18,0.0,0.0,0,0,0.619686,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
448,449,MM,260,3,1.99,2.09,0.0,0.0,0,0,0.695749,2.09,1.99,0.1,No,0.0,0.0,0.1,3
449,450,MM,262,2,1.86,2.18,0.0,0.6,0,1,0.556599,1.58,1.86,-0.28,No,0.275229,0.0,0.32,2
450,451,MM,263,2,1.86,2.18,0.0,0.0,0,1,0.445279,2.18,1.86,0.32,No,0.0,0.0,0.32,2
451,452,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.356224,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
452,453,CH,267,2,1.86,2.18,0.0,0.4,0,1,0.484979,1.78,1.86,-0.08,No,0.183486,0.0,0.32,2
453,454,CH,268,2,1.86,2.18,0.0,0.0,0,1,0.587983,2.18,1.86,0.32,No,0.0,0.0,0.32,2
454,455,MM,271,3,1.99,2.09,0.1,0.4,1,0,0.670386,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
455,456,CH,272,2,1.86,2.18,0.0,0.06,0,0,0.536309,2.12,1.86,0.26,No,0.027523,0.0,0.32,2
456,457,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.629047,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
457,458,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.703238,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
458,459,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.56259,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
459,460,MM,277,3,2.09,2.09,0.2,0.4,0,0,0.450072,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,3
460,461,MM,246,2,1.89,2.09,0.0,0.0,0,0,0.48,2.09,1.89,0.2,No,0.0,0.0,0.2,2
461,462,CH,227,4,1.79,1.79,0.0,0.0,0,1,0.48,1.79,1.79,0.0,No,0.0,0.0,0.0,4
462,463,CH,228,7,1.69,1.69,0.0,0.0,0,0,0.584,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0
463,464,CH,255,7,1.86,2.18,0.0,0.0,0,0,0.6672,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
464,465,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.73376,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
465,466,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.787008,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
466,467,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.829606,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
467,468,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.863685,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
468,469,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.890948,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
469,470,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.912758,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
470,471,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.5,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
471,472,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.6,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
472,473,MM,276,7,1.99,2.13,0.0,0.54,0,1,0.48,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
473,474,CH,277,7,1.99,2.13,0.5,0.0,0,1,0.384,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0
474,475,MM,246,7,1.86,2.09,0.0,0.0,0,0,0.256,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
475,476,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.4,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0
476,477,CH,266,7,1.86,2.13,0.37,0.0,1,0,0.52,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
477,478,CH,266,7,1.86,2.13,0.37,0.0,1,0,0.616,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
478,479,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.6928,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
479,480,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.75424,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
480,481,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.803392,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
481,482,CH,253,2,1.89,2.09,0.13,0.0,0,0,0.6,2.09,1.76,0.33,No,0.0,0.068783,0.2,2
482,483,CH,255,2,1.89,2.18,0.13,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.068783,0.29,2
483,484,CH,264,2,1.86,2.18,0.0,0.0,0,0,0.584,2.18,1.86,0.32,No,0.0,0.0,0.32,2
484,485,CH,235,3,1.79,2.09,0.0,0.0,0,0,0.5,2.09,1.79,0.3,No,0.0,0.0,0.3,3
485,486,CH,236,3,1.79,2.09,0.0,0.0,0,0,0.6,2.09,1.79,0.3,No,0.0,0.0,0.3,3
486,487,CH,237,2,1.75,1.99,0.0,0.0,0,0,0.68,1.99,1.75,0.24,No,0.0,0.0,0.24,2
487,488,CH,238,2,1.75,1.99,0.0,0.0,0,0,0.744,1.99,1.75,0.24,No,0.0,0.0,0.24,2
488,489,CH,239,3,1.79,2.23,0.0,0.0,0,0,0.7952,2.23,1.79,0.44,No,0.0,0.0,0.44,3
489,490,CH,240,2,1.75,1.99,0.0,0.3,0,1,0.83616,1.69,1.75,-0.06,No,0.150754,0.0,0.24,2
490,491,CH,241,3,1.79,2.23,0.0,0.0,0,0,0.868928,2.23,1.79,0.44,No,0.0,0.0,0.44,3
491,492,CH,242,2,1.75,1.99,0.16,0.3,0,1,0.895142,1.69,1.59,0.1,No,0.150754,0.091429,0.24,2
492,493,CH,245,3,1.99,2.23,0.0,0.0,0,0,0.916114,2.23,1.99,0.24,No,0.0,0.0,0.24,3
493,494,CH,246,3,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,3
494,495,MM,267,3,1.99,2.09,0.1,0.0,0,0,0.6,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
495,496,MM,232,2,1.69,1.69,0.0,0.0,1,0,0.5,1.69,1.69,0.0,No,0.0,0.0,0.0,2
496,497,MM,262,2,1.86,2.18,0.0,0.6,0,1,0.4,1.58,1.86,-0.28,No,0.275229,0.0,0.32,2
497,498,MM,267,2,1.86,2.18,0.0,0.4,0,1,0.32,1.78,1.86,-0.08,No,0.183486,0.0,0.32,2
498,499,MM,274,2,1.96,2.18,0.0,0.8,0,1,0.256,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
499,500,MM,276,7,1.99,2.13,0.0,0.54,0,1,0.2048,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
500,501,CH,229,3,1.79,1.79,0.0,0.0,0,0,0.4,1.79,1.79,0.0,No,0.0,0.0,0.0,3
501,502,CH,232,3,1.79,2.09,0.0,0.0,0,0,0.52,2.09,1.79,0.3,No,0.0,0.0,0.3,3
502,503,CH,235,3,1.79,2.09,0.0,0.0,0,0,0.616,2.09,1.79,0.3,No,0.0,0.0,0.3,3
503,504,CH,240,3,1.79,2.23,0.0,0.0,0,0,0.6928,2.23,1.79,0.44,No,0.0,0.0,0.44,3
504,505,CH,244,3,1.99,2.23,0.0,0.0,0,0,0.75424,2.23,1.99,0.24,No,0.0,0.0,0.24,3
505,506,CH,248,3,1.99,2.23,0.0,0.0,0,0,0.803392,2.23,1.99,0.24,No,0.0,0.0,0.24,3
506,507,CH,249,3,1.99,2.23,0.0,0.0,0,0,0.842714,2.23,1.99,0.24,No,0.0,0.0,0.24,3
507,508,CH,252,3,1.99,2.23,0.0,0.0,0,0,0.874171,2.23,1.99,0.24,No,0.0,0.0,0.24,3
508,509,CH,255,3,1.99,2.29,0.0,0.0,0,0,0.899337,2.29,1.99,0.3,No,0.0,0.0,0.3,3
509,510,CH,258,3,1.99,2.29,0.0,0.0,0,0,0.919469,2.29,1.99,0.3,No,0.0,0.0,0.3,3
510,511,CH,260,3,1.99,2.09,0.0,0.0,0,0,0.935575,2.09,1.99,0.1,No,0.0,0.0,0.1,3
511,512,CH,263,3,1.99,2.09,0.0,0.0,0,0,0.94846,2.09,1.99,0.1,No,0.0,0.0,0.1,3
512,513,CH,266,3,1.99,2.09,0.1,0.0,0,0,0.958768,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
513,514,CH,269,3,1.99,2.09,0.1,0.0,0,0,0.967015,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
514,515,CH,271,3,1.99,2.09,0.1,0.4,1,0,0.973612,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
515,516,CH,274,3,1.99,2.09,0.0,0.4,0,0,0.978889,1.69,1.99,-0.3,No,0.191388,0.0,0.1,3
516,517,CH,276,3,2.09,2.09,0.2,0.4,0,0,0.983112,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,3
517,518,CH,278,3,2.09,2.09,0.2,0.0,0,0,0.986489,2.09,1.89,0.2,No,0.0,0.095694,0.0,3
518,519,CH,231,2,1.69,1.69,0.3,0.0,1,0,0.5,1.69,1.39,0.3,No,0.0,0.177515,0.0,2
519,520,CH,257,2,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,No,0.0,0.0,0.32,2
520,521,CH,259,2,1.86,2.18,0.0,0.4,0,1,0.68,1.78,1.86,-0.08,No,0.183486,0.0,0.32,2
521,522,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.744,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
522,523,MM,241,1,1.86,1.99,0.0,0.3,0,1,0.5,1.69,1.86,-0.17,No,0.150754,0.0,0.13,1
523,524,MM,277,7,1.99,2.13,0.5,0.0,0,1,0.4,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0
524,525,MM,262,1,1.76,1.99,0.0,0.4,0,1,0.5,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1
525,526,MM,263,1,1.76,1.99,0.0,0.4,0,1,0.4,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1
526,527,CH,242,3,1.99,2.23,0.0,0.0,0,0,0.6,2.23,1.99,0.24,No,0.0,0.0,0.24,3
527,528,CH,247,2,1.89,2.09,0.0,0.0,0,0,0.68,2.09,1.89,0.2,No,0.0,0.0,0.2,2
528,529,CH,250,2,1.89,2.09,0.0,0.0,0,0,0.744,2.09,1.89,0.2,No,0.0,0.0,0.2,2
529,530,CH,236,7,1.75,1.99,0.0,0.4,0,0,0.6,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
530,531,MM,236,2,1.75,1.99,0.0,0.0,0,0,0.68,1.99,1.75,0.24,No,0.0,0.0,0.24,2
531,532,CH,237,7,1.75,1.99,0.0,0.4,0,0,0.544,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
532,533,CH,238,4,1.79,2.09,0.0,0.0,0,0,0.6352,2.09,1.79,0.3,No,0.0,0.0,0.3,4
533,534,CH,239,2,1.75,1.99,0.0,0.3,0,1,0.70816,1.69,1.75,-0.06,No,0.150754,0.0,0.24,2
