,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
713,714,MM,265,3,1.99,2.09,0.1,0.0,0,0,0.000203,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
714,715,MM,266,3,1.99,2.09,0.1,0.0,0,0,0.000162,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
715,716,MM,267,3,1.99,2.09,0.1,0.0,0,0,0.00013,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
716,717,MM,267,3,1.99,2.09,0.1,0.0,0,0,0.000104,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
717,718,MM,268,3,1.99,2.09,0.1,0.0,0,0,8.3e-05,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
718,719,MM,269,3,1.99,2.09,0.1,0.0,0,0,6.6e-05,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
719,720,MM,269,3,1.99,2.09,0.1,0.0,0,0,5.3e-05,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
720,721,MM,270,3,1.99,2.09,0.1,0.0,0,0,4.3e-05,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
721,722,MM,271,3,1.99,2.09,0.1,0.4,1,0,3.4e-05,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
722,723,MM,272,3,1.99,2.09,0.0,0.4,0,0,2.7e-05,1.69,1.99,-0.3,No,0.191388,0.0,0.1,3
723,724,MM,273,3,1.99,2.09,0.0,0.4,0,0,2.2e-05,1.69,1.99,-0.3,No,0.191388,0.0,0.1,3
724,725,MM,274,3,1.99,2.09,0.0,0.4,0,0,1.7e-05,1.69,1.99,-0.3,No,0.191388,0.0,0.1,3
725,726,MM,275,3,2.09,2.09,0.0,0.4,0,0,1.4e-05,1.69,2.09,-0.4,No,0.191388,0.0,0.0,3
726,727,MM,276,3,2.09,2.09,0.2,0.4,0,0,1.1e-05,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,3
727,728,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.5,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
728,729,CH,270,7,1.86,2.13,0.27,0.0,1,0,0.6,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
729,730,CH,275,1,1.96,2.13,0.0,0.74,0,1,0.68,1.39,1.96,-0.57,No,0.347418,0.0,0.17,1
730,731,MM,274,4,1.99,2.09,0.0,0.4,0,0,0.5,1.69,1.99,-0.3,No,0.191388,0.0,0.1,4
731,732,MM,275,4,2.09,2.09,0.0,0.4,0,0,0.4,1.69,2.09,-0.4,No,0.191388,0.0,0.0,4
732,733,MM,276,4,2.09,2.09,0.2,0.4,0,0,0.32,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,4
733,734,MM,230,1,1.69,1.69,0.0,0.2,0,0,0.3072,1.49,1.69,-0.2,No,0.118343,0.0,0.0,1
734,735,MM,242,1,1.86,1.99,0.0,0.3,0,1,0.24576,1.69,1.86,-0.17,No,0.150754,0.0,0.13,1
735,736,CH,250,7,1.86,2.09,0.0,0.0,0,0,0.196608,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
736,737,MM,229,3,1.79,1.79,0.0,0.0,0,0,0.48,1.79,1.79,0.0,No,0.0,0.0,0.0,3
737,738,MM,246,3,1.99,2.23,0.0,0.0,0,0,0.384,2.23,1.99,0.24,No,0.0,0.0,0.24,3
738,739,MM,252,3,1.99,2.23,0.0,0.0,0,0,0.3072,2.23,1.99,0.24,No,0.0,0.0,0.24,3
739,740,CH,253,3,1.99,2.23,0.0,0.0,0,0,0.24576,2.23,1.99,0.24,No,0.0,0.0,0.24,3
740,741,CH,256,3,1.99,2.29,0.0,0.0,0,0,0.396608,2.29,1.99,0.3,No,0.0,0.0,0.3,3
741,742,CH,259,3,1.99,2.29,0.0,0.0,0,0,0.517286,2.29,1.99,0.3,No,0.0,0.0,0.3,3
742,743,CH,259,3,1.99,2.29,0.0,0.0,0,0,0.613829,2.29,1.99,0.3,No,0.0,0.0,0.3,3
743,744,CH,271,3,1.99,2.09,0.1,0.4,1,0,0.691063,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
744,745,MM,275,3,2.09,2.09,0.0,0.4,0,0,0.752851,1.69,2.09,-0.4,No,0.191388,0.0,0.0,3
745,746,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
746,747,MM,262,1,1.76,1.99,0.0,0.4,0,1,0.6,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1
747,748,MM,234,3,1.79,2.09,0.0,0.0,0,0,0.256,2.09,1.79,0.3,No,0.0,0.0,0.3,3
748,749,MM,238,7,1.75,1.99,0.0,0.4,0,0,0.2048,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
749,750,CH,228,2,1.69,1.69,0.0,0.0,0,0,0.6,1.69,1.69,0.0,No,0.0,0.0,0.0,2
750,751,CH,229,7,1.69,1.69,0.0,0.2,0,1,0.68,1.49,1.69,-0.2,Yes,0.118343,0.0,0.0,0
751,752,CH,232,4,1.79,2.09,0.0,0.0,0,0,0.4,2.09,1.79,0.3,No,0.0,0.0,0.3,4
752,753,MM,232,1,1.69,1.99,0.0,0.0,1,0,0.52,1.99,1.69,0.3,No,0.0,0.0,0.3,1
753,754,CH,266,1,1.86,1.99,0.0,0.1,0,0,0.416,1.89,1.86,0.03,No,0.050251,0.0,0.13,1
754,755,MM,241,1,1.86,1.99,0.0,0.3,0,1,0.3648,1.69,1.86,-0.17,No,0.150754,0.0,0.13,1
755,756,CH,248,2,1.89,2.09,0.0,0.0,0,0,0.29184,2.09,1.89,0.2,No,0.0,0.0,0.2,2
756,757,CH,273,1,1.86,2.18,0.0,0.0,0,0,0.433472,2.18,1.86,0.32,No,0.0,0.0,0.32,1
757,758,MM,256,2,1.89,2.18,0.13,0.0,0,0,0.5,2.18,1.76,0.42,No,0.0,0.068783,0.29,2
758,759,MM,259,2,1.86,2.18,0.0,0.4,0,1,0.4,1.78,1.86,-0.08,No,0.183486,0.0,0.32,2
759,760,MM,237,2,1.75,1.99,0.0,0.0,0,0,0.5648,1.99,1.75,0.24,No,0.0,0.0,0.24,2
760,761,CH,242,3,1.99,2.23,0.0,0.0,0,0,0.45184,2.23,1.99,0.24,No,0.0,0.0,0.24,3
761,762,CH,278,3,2.09,2.09,0.2,0.0,0,0,0.561472,2.09,1.89,0.2,No,0.0,0.095694,0.0,3
762,763,CH,250,2,1.89,2.09,0.0,0.0,0,0,0.6,2.09,1.89,0.2,No,0.0,0.0,0.2,2
763,764,CH,253,2,1.89,2.09,0.13,0.0,0,0,0.68,2.09,1.76,0.33,No,0.0,0.068783,0.2,2
764,765,CH,256,2,1.89,2.18,0.13,0.0,0,0,0.744,2.18,1.76,0.42,No,0.0,0.068783,0.29,2
765,766,CH,260,2,1.86,2.18,0.0,0.7,0,0,0.7952,1.48,1.86,-0.38,No,0.321101,0.0,0.32,2
766,767,CH,261,2,1.86,2.18,0.0,0.0,0,0,0.83616,2.18,1.86,0.32,No,0.0,0.0,0.32,2
767,768,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.868928,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
768,769,MM,278,7,2.06,2.13,0.0,0.0,0,0,0.6,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0
769,770,MM,228,2,1.69,1.69,0.0,0.0,0,0,0.5,1.69,1.69,0.0,No,0.0,0.0,0.0,2
770,771,MM,229,2,1.69,1.69,0.0,0.0,0,0,0.4,1.69,1.69,0.0,No,0.0,0.0,0.0,2
771,772,MM,235,2,1.69,1.99,0.0,0.0,0,0,0.32,1.99,1.69,0.3,No,0.0,0.0,0.3,2
772,773,MM,244,2,1.86,2.09,0.0,0.0,0,0,0.256,2.09,1.86,0.23,No,0.0,0.0,0.23,2
773,774,MM,245,2,1.89,2.09,0.0,0.0,0,0,0.2048,2.09,1.89,0.2,No,0.0,0.0,0.2,2
774,775,MM,248,2,1.89,2.09,0.0,0.0,0,0,0.16384,2.09,1.89,0.2,No,0.0,0.0,0.2,2
775,776,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.6,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0
776,777,MM,267,2,1.86,2.18,0.0,0.4,0,1,0.68,1.78,1.86,-0.08,No,0.183486,0.0,0.32,2
777,778,MM,260,1,1.76,1.99,0.0,0.2,0,0,0.6,1.79,1.76,0.03,No,0.100503,0.0,0.23,1
778,779,CH,276,2,1.99,2.18,0.0,0.0,0,1,0.5,2.18,1.99,0.19,No,0.0,0.0,0.19,2
779,780,CH,278,2,1.99,2.18,0.0,0.0,0,0,0.6,2.18,1.99,0.19,No,0.0,0.0,0.19,2
780,781,CH,232,1,1.69,1.99,0.0,0.0,1,0,0.586313,1.99,1.69,0.3,No,0.0,0.0,0.3,1
781,782,CH,247,1,1.86,2.09,0.0,0.0,0,0,0.66905,2.09,1.86,0.23,No,0.0,0.0,0.23,1
782,783,CH,250,1,1.86,2.09,0.0,0.0,0,0,0.73524,2.09,1.86,0.23,No,0.0,0.0,0.23,1
783,784,MM,230,3,1.79,1.79,0.0,0.0,0,0,0.131072,1.79,1.79,0.0,No,0.0,0.0,0.0,3
784,785,MM,232,3,1.79,2.09,0.0,0.0,0,0,0.104858,2.09,1.79,0.3,No,0.0,0.0,0.3,3
785,786,MM,233,3,1.79,2.09,0.0,0.0,0,0,0.083886,2.09,1.79,0.3,No,0.0,0.0,0.3,3
786,787,MM,234,3,1.79,2.09,0.0,0.0,0,0,0.067109,2.09,1.79,0.3,No,0.0,0.0,0.3,3
787,788,CH,273,3,1.99,2.09,0.0,0.4,0,0,0.053687,1.69,1.99,-0.3,No,0.191388,0.0,0.1,3
788,789,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.5,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
789,790,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.6,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
790,791,MM,241,3,1.79,2.23,0.0,0.0,0,0,0.5,2.23,1.79,0.44,No,0.0,0.0,0.44,3
791,792,CH,259,2,1.86,2.18,0.0,0.4,0,1,0.4,1.78,1.86,-0.08,No,0.183486,0.0,0.32,2
792,793,MM,237,1,1.75,1.99,0.0,0.0,0,0,0.104858,1.99,1.75,0.24,No,0.0,0.0,0.24,1
793,794,MM,257,1,1.76,2.18,0.0,0.0,0,0,0.083886,2.18,1.76,0.42,No,0.0,0.0,0.42,1
794,795,MM,259,1,1.76,1.99,0.0,0.2,0,1,0.067109,1.79,1.76,0.03,No,0.100503,0.0,0.23,1
795,796,MM,262,1,1.76,1.99,0.0,0.4,0,1,0.053687,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1
796,797,MM,263,1,1.76,1.99,0.0,0.4,0,1,0.04295,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1
797,798,MM,274,1,1.96,2.13,0.0,0.74,0,1,0.03436,1.39,1.96,-0.57,No,0.347418,0.0,0.17,1
798,799,MM,244,7,1.86,2.09,0.0,0.2,0,0,0.52,1.89,1.86,0.03,Yes,0.095694,0.0,0.23,0
799,800,MM,276,7,1.99,2.13,0.0,0.54,0,1,0.416,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
800,801,MM,277,7,1.99,2.13,0.5,0.0,0,1,0.3328,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0
801,802,CH,237,3,1.79,2.09,0.0,0.0,0,0,0.5,2.09,1.79,0.3,No,0.0,0.0,0.3,3
802,803,CH,241,3,1.79,2.23,0.0,0.0,0,0,0.6,2.23,1.79,0.44,No,0.0,0.0,0.44,3
803,804,CH,256,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
804,805,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.6,2.18,1.76,0.42,No,0.0,0.0,0.42,1
805,806,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.68,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
806,807,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
807,808,CH,262,7,1.86,2.13,0.0,0.0,0,0,0.7952,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
808,809,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.83616,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
809,810,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.868928,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
810,811,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.895142,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
811,812,CH,266,7,1.86,2.13,0.37,0.0,1,0,0.916114,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
812,813,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.932891,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
813,814,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.946313,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
814,815,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.95705,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
815,816,CH,269,1,1.86,2.18,0.0,0.0,0,0,0.96564,2.18,1.86,0.32,No,0.0,0.0,0.32,1
816,817,CH,270,7,1.86,2.13,0.27,0.0,1,0,0.972512,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
817,818,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.97801,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
818,819,CH,273,7,1.86,2.13,0.0,0.54,0,0,0.982408,1.59,1.86,-0.27,Yes,0.253521,0.0,0.27,0
819,820,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.985926,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
820,821,CH,277,7,1.99,2.13,0.5,0.0,0,1,0.988741,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0
821,822,CH,228,4,1.79,1.79,0.0,0.0,0,0,0.740314,1.79,1.79,0.0,No,0.0,0.0,0.0,4
822,823,CH,229,4,1.79,1.79,0.0,0.0,0,0,0.792251,1.79,1.79,0.0,No,0.0,0.0,0.0,4
823,824,CH,231,4,1.79,1.79,0.0,0.0,0,0,0.833801,1.79,1.79,0.0,No,0.0,0.0,0.0,4
824,825,CH,232,4,1.79,2.09,0.0,0.0,0,0,0.867041,2.09,1.79,0.3,No,0.0,0.0,0.3,4
825,826,CH,240,4,1.79,2.23,0.0,0.0,0,0,0.893632,2.23,1.79,0.44,No,0.0,0.0,0.44,4
826,827,CH,244,4,1.99,2.23,0.0,0.0,0,0,0.914906,2.23,1.99,0.24,No,0.0,0.0,0.24,4
827,828,CH,248,1,1.86,2.09,0.0,0.0,0,0,0.931925,2.09,1.86,0.23,No,0.0,0.0,0.23,1
828,829,CH,251,4,1.99,2.23,0.0,0.0,0,0,0.94554,2.23,1.99,0.24,No,0.0,0.0,0.24,4
829,830,CH,270,4,1.99,2.09,0.1,0.0,0,0,0.956432,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
830,831,CH,274,4,1.99,2.09,0.0,0.4,0,0,0.965145,1.69,1.99,-0.3,No,0.191388,0.0,0.1,4
831,832,MM,228,2,1.69,1.69,0.0,0.0,0,0,0.32,1.69,1.69,0.0,No,0.0,0.0,0.0,2
832,833,MM,237,3,1.79,2.09,0.0,0.0,0,0,0.256,2.09,1.79,0.3,No,0.0,0.0,0.3,3
833,834,MM,241,3,1.79,2.23,0.0,0.0,0,0,0.2048,2.23,1.79,0.44,No,0.0,0.0,0.44,3
834,835,MM,252,3,1.99,2.23,0.0,0.0,0,0,0.16384,2.23,1.99,0.24,No,0.0,0.0,0.24,3
835,836,MM,231,4,1.79,1.79,0.0,0.0,0,0,0.6,1.79,1.79,0.0,No,0.0,0.0,0.0,4
836,837,CH,251,4,1.99,2.23,0.0,0.0,0,0,0.48,2.23,1.99,0.24,No,0.0,0.0,0.24,4
837,838,MM,243,1,1.86,1.99,0.0,0.8,0,1,0.32,1.19,1.86,-0.67,No,0.40201,0.0,0.13,1
838,839,MM,262,2,1.86,2.18,0.0,0.6,0,1,0.256,1.58,1.86,-0.28,No,0.275229,0.0,0.32,2
839,840,MM,268,1,1.86,1.99,0.0,0.2,0,1,0.2048,1.79,1.86,-0.07,No,0.100503,0.0,0.13,1
840,841,CH,268,2,1.86,2.18,0.0,0.0,0,1,0.16384,2.18,1.86,0.32,No,0.0,0.0,0.32,2
841,842,MM,270,2,1.86,2.18,0.0,0.0,0,0,0.331072,2.18,1.86,0.32,No,0.0,0.0,0.32,2
842,843,CH,273,2,1.86,2.18,0.0,0.06,0,0,0.264858,2.12,1.86,0.26,No,0.027523,0.0,0.32,2
843,844,MM,274,7,1.86,2.13,0.47,0.54,1,0,0.411886,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
844,845,MM,274,2,1.96,2.18,0.0,0.8,0,1,0.329509,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
845,846,MM,274,2,1.96,2.18,0.0,0.8,0,1,0.263607,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
846,847,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.210886,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
847,848,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.168709,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2
848,849,MM,234,7,1.75,1.99,0.0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
849,850,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.4,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
850,851,CH,232,1,1.69,1.99,0.0,0.0,1,0,0.7952,1.99,1.69,0.3,No,0.0,0.0,0.3,1
851,852,CH,232,1,1.69,1.99,0.0,0.0,1,0,0.83616,1.99,1.69,0.3,No,0.0,0.0,0.3,1
852,853,CH,234,1,1.69,1.99,0.0,0.0,0,0,0.868928,1.99,1.69,0.3,No,0.0,0.0,0.3,1
853,854,CH,237,1,1.75,1.99,0.0,0.0,0,0,0.895142,1.99,1.75,0.24,No,0.0,0.0,0.24,1
854,855,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.916114,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
855,856,CH,242,1,1.86,1.99,0.0,0.3,0,1,0.932891,1.69,1.86,-0.17,No,0.150754,0.0,0.13,1
856,857,CH,246,1,1.86,2.09,0.0,0.0,0,0,0.946313,2.09,1.86,0.23,No,0.0,0.0,0.23,1
857,858,CH,251,7,1.86,2.09,0.1,0.0,0,0,0.95705,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0
858,859,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.96564,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0
859,860,CH,259,1,1.76,1.99,0.0,0.2,0,1,0.972512,1.79,1.76,0.03,No,0.100503,0.0,0.23,1
860,861,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.97801,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
861,862,MM,234,7,1.75,1.99,0.0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
862,863,CH,256,7,1.86,2.18,0.0,0.0,0,0,0.4,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
863,864,CH,228,7,1.69,1.69,0.0,0.0,0,0,0.351365,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0
864,865,MM,231,7,1.69,1.99,0.0,0.0,0,0,0.481092,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0
865,866,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.384874,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
866,867,CH,236,7,1.75,1.99,0.0,0.4,0,0,0.507899,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
867,868,MM,260,4,1.99,2.09,0.0,0.0,0,0,0.606319,2.09,1.99,0.1,No,0.0,0.0,0.1,4
868,869,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.485055,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
869,870,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.588044,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
870,871,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.670435,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
871,872,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.736348,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
872,873,MM,276,7,1.99,2.13,0.0,0.54,0,1,0.589079,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
873,874,CH,248,4,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,4
874,875,CH,251,4,1.99,2.23,0.0,0.0,0,0,0.6,2.23,1.99,0.24,No,0.0,0.0,0.24,4
875,876,CH,254,4,1.99,2.29,0.0,0.0,1,0,0.68,2.29,1.99,0.3,No,0.0,0.0,0.3,4
876,877,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.744,2.29,1.99,0.3,No,0.0,0.0,0.3,4
877,878,MM,258,4,1.99,2.29,0.0,0.0,0,0,0.7952,2.29,1.99,0.3,No,0.0,0.0,0.3,4
878,879,CH,260,4,1.99,2.09,0.0,0.0,0,0,0.63616,2.09,1.99,0.1,No,0.0,0.0,0.1,4
879,880,CH,262,4,1.99,2.09,0.0,0.0,0,0,0.708928,2.09,1.99,0.1,No,0.0,0.0,0.1,4
880,881,CH,264,4,1.99,2.09,0.1,0.0,0,0,0.767142,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
881,882,CH,267,4,1.99,2.09,0.1,0.0,0,0,0.813714,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
882,883,CH,277,4,2.09,2.09,0.2,0.4,0,0,0.850971,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,4
883,884,MM,236,7,1.75,1.99,0.0,0.4,0,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
884,885,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.6,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
885,886,MM,262,1,1.76,1.99,0.0,0.4,0,1,0.68,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1
886,887,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.544,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
887,888,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.6352,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0
888,889,CH,273,1,1.86,2.18,0.0,0.0,0,0,0.70816,2.18,1.86,0.32,No,0.0,0.0,0.32,1
889,890,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.766528,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
890,891,CH,252,7,1.86,2.09,0.1,0.0,0,0,0.5,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0
891,892,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.6,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0
